,speaker,listener,dialogue,dialogue_sentiment,avg_sentiment
997,JULIET,PRINCE,"Gallop apace, you fiery-footed steeds, Towards Phoebus’ lodging. Such a waggoner As Phaeton would whip you to the west And bring in cloudy night immediately. Spread thy close curtain, love-performing night, That runaway’s eyes may wink, and Romeo Leap to these arms, untalk’d of and unseen. Lovers can see to do their amorous rites By their own beauties: or, if love be blind, It best agrees with night. Come, civil night, Thou sober-suited matron, all in black, And learn me how to lose a winning match, Play’d for a pair of stainless maidenhoods. Hood my unmann’d blood, bating in my cheeks, With thy black mantle, till strange love, grow bold, Think true love acted simple modesty. Come, night, come Romeo; come, thou day in night; For thou wilt lie upon the wings of night Whiter than new snow upon a raven’s back. Come gentle night, come loving black-brow’d night, Give me my Romeo, and when I shall die, Take him and cut him out in little stars, And he will make the face of heaven so fine That all the world will be in love with night, And pay no worship to the garish sun. O, I have bought the mansion of a love, But not possess’d it; and though I am sold, Not yet enjoy’d. So tedious is this day As is the night before some festival To an impatient child that hath new robes And may not wear them. O, here comes my Nurse, And she brings news, and every tongue that speaks But Romeo’s name speaks heavenly eloquence.",0.9844,0.9844
998,JULIET,NURSE,"Gallop apace, you fiery-footed steeds, Towards Phoebus’ lodging. Such a waggoner As Phaeton would whip you to the west And bring in cloudy night immediately. Spread thy close curtain, love-performing night, That runaway’s eyes may wink, and Romeo Leap to these arms, untalk’d of and unseen. Lovers can see to do their amorous rites By their own beauties: or, if love be blind, It best agrees with night. Come, civil night, Thou sober-suited matron, all in black, And learn me how to lose a winning match, Play’d for a pair of stainless maidenhoods. Hood my unmann’d blood, bating in my cheeks, With thy black mantle, till strange love, grow bold, Think true love acted simple modesty. Come, night, come Romeo; come, thou day in night; For thou wilt lie upon the wings of night Whiter than new snow upon a raven’s back. Come gentle night, come loving black-brow’d night, Give me my Romeo, and when I shall die, Take him and cut him out in little stars, And he will make the face of heaven so fine That all the world will be in love with night, And pay no worship to the garish sun. O, I have bought the mansion of a love, But not possess’d it; and though I am sold, Not yet enjoy’d. So tedious is this day As is the night before some festival To an impatient child that hath new robes And may not wear them. O, here comes my Nurse, And she brings news, and every tongue that speaks But Romeo’s name speaks heavenly eloquence.",0.9844,0.1255608108108108
999,NURSE,JULIET,"Ay, ay, the cords.",0.0,0.040475675675675685
1000,NURSE,JULIET,"Ay, ay, the cords.",0.0,0.040475675675675685
1001,JULIET,NURSE,"Ay me, what news? Why dost thou wring thy hands?",0.0,0.1255608108108108
1002,JULIET,NURSE,"Ay me, what news? Why dost thou wring thy hands?",0.0,0.1255608108108108
1003,NURSE,JULIET,"Ah, well-a-day, he’s dead, he’s dead, he’s dead! We are undone, lady, we are undone. Alack the day, he’s gone, he’s kill’d, he’s dead.",-0.9612,0.040475675675675685
1004,NURSE,JULIET,"Ah, well-a-day, he’s dead, he’s dead, he’s dead! We are undone, lady, we are undone. Alack the day, he’s gone, he’s kill’d, he’s dead.",-0.9612,0.040475675675675685
1005,JULIET,NURSE,Can heaven be so envious?,0.228,0.1255608108108108
1006,JULIET,NURSE,Can heaven be so envious?,0.228,0.1255608108108108
1007,NURSE,JULIET,"Romeo can, Though heaven cannot. O Romeo, Romeo. Who ever would have thought it? Romeo!",0.5562,0.040475675675675685
1008,NURSE,JULIET,"Romeo can, Though heaven cannot. O Romeo, Romeo. Who ever would have thought it? Romeo!",0.5562,0.040475675675675685
1009,JULIET,NURSE,"What devil art thou, that dost torment me thus? This torture should be roar’d in dismal hell. Hath Romeo slain himself? Say thou but Ay, And that bare vowel I shall poison more Than the death-darting eye of cockatrice. I am not I if there be such an I; Or those eyes shut that make thee answer Ay. If he be slain, say Ay; or if not, No. Brief sounds determine of my weal or woe.",-0.9503,0.1255608108108108
1010,JULIET,NURSE,"What devil art thou, that dost torment me thus? This torture should be roar’d in dismal hell. Hath Romeo slain himself? Say thou but Ay, And that bare vowel I shall poison more Than the death-darting eye of cockatrice. I am not I if there be such an I; Or those eyes shut that make thee answer Ay. If he be slain, say Ay; or if not, No. Brief sounds determine of my weal or woe.",-0.9503,0.1255608108108108
1011,NURSE,JULIET,"I saw the wound, I saw it with mine eyes, God save the mark!—here on his manly breast. A piteous corse, a bloody piteous corse; Pale, pale as ashes, all bedaub’d in blood, All in gore-blood. I swounded at the sight.",-0.3164,0.040475675675675685
1012,NURSE,JULIET,"I saw the wound, I saw it with mine eyes, God save the mark!—here on his manly breast. A piteous corse, a bloody piteous corse; Pale, pale as ashes, all bedaub’d in blood, All in gore-blood. I swounded at the sight.",-0.3164,0.040475675675675685
1013,JULIET,NURSE,"O, break, my heart. Poor bankrout, break at once. To prison, eyes; ne’er look on liberty. Vile earth to earth resign; end motion here, And thou and Romeo press one heavy bier.",-0.6486,0.1255608108108108
1014,JULIET,NURSE,"O, break, my heart. Poor bankrout, break at once. To prison, eyes; ne’er look on liberty. Vile earth to earth resign; end motion here, And thou and Romeo press one heavy bier.",-0.6486,0.1255608108108108
1015,NURSE,JULIET,"O Tybalt, Tybalt, the best friend I had. O courteous Tybalt, honest gentleman! That ever I should live to see thee dead.",0.8748,0.040475675675675685
1016,NURSE,JULIET,"O Tybalt, Tybalt, the best friend I had. O courteous Tybalt, honest gentleman! That ever I should live to see thee dead.",0.8748,0.040475675675675685
1017,JULIET,NURSE,"What storm is this that blows so contrary? Is Romeo slaughter’d and is Tybalt dead? My dearest cousin, and my dearer lord? Then dreadful trumpet sound the general doom, For who is living, if those two are gone?",-0.6553,0.1255608108108108
1018,JULIET,NURSE,"What storm is this that blows so contrary? Is Romeo slaughter’d and is Tybalt dead? My dearest cousin, and my dearer lord? Then dreadful trumpet sound the general doom, For who is living, if those two are gone?",-0.6553,0.1255608108108108
1019,NURSE,JULIET,"Tybalt is gone, and Romeo banished, Romeo that kill’d him, he is banished.",0.0,0.040475675675675685
1020,NURSE,JULIET,"Tybalt is gone, and Romeo banished, Romeo that kill’d him, he is banished.",0.0,0.040475675675675685
1021,JULIET,NURSE,O God! Did Romeo’s hand shed Tybalt’s blood?,0.68,0.1255608108108108
1022,JULIET,NURSE,O God! Did Romeo’s hand shed Tybalt’s blood?,0.68,0.1255608108108108
1023,NURSE,JULIET,"It did, it did; alas the day, it did.",-0.2732,0.040475675675675685
1024,NURSE,JULIET,"It did, it did; alas the day, it did.",-0.2732,0.040475675675675685
1025,JULIET,NURSE,"O serpent heart, hid with a flowering face! Did ever dragon keep so fair a cave? Beautiful tyrant, fiend angelical, Dove-feather’d raven, wolvish-ravening lamb! Despised substance of divinest show! Just opposite to what thou justly seem’st, A damned saint, an honourable villain! O nature, what hadst thou to do in hell When thou didst bower the spirit of a fiend In mortal paradise of such sweet flesh? Was ever book containing such vile matter So fairly bound? O, that deceit should dwell In such a gorgeous palace.",0.9201,0.1255608108108108
1026,JULIET,NURSE,"O serpent heart, hid with a flowering face! Did ever dragon keep so fair a cave? Beautiful tyrant, fiend angelical, Dove-feather’d raven, wolvish-ravening lamb! Despised substance of divinest show! Just opposite to what thou justly seem’st, A damned saint, an honourable villain! O nature, what hadst thou to do in hell When thou didst bower the spirit of a fiend In mortal paradise of such sweet flesh? Was ever book containing such vile matter So fairly bound? O, that deceit should dwell In such a gorgeous palace.",0.9201,0.1255608108108108
1027,NURSE,JULIET,"There’s no trust, No faith, no honesty in men. All perjur’d, All forsworn, all naught, all dissemblers. Ah, where’s my man? Give me some aqua vitae. These griefs, these woes, these sorrows make me old. Shame come to Romeo.",-0.9097,0.040475675675675685
1028,NURSE,JULIET,"There’s no trust, No faith, no honesty in men. All perjur’d, All forsworn, all naught, all dissemblers. Ah, where’s my man? Give me some aqua vitae. These griefs, these woes, these sorrows make me old. Shame come to Romeo.",-0.9097,0.040475675675675685
1029,JULIET,NURSE,"Blister’d be thy tongue For such a wish! He was not born to shame. Upon his brow shame is asham’d to sit; For ’tis a throne where honour may be crown’d Sole monarch of the universal earth. O, what a beast was I to chide at him!",0.7534,0.1255608108108108
1030,JULIET,NURSE,"Blister’d be thy tongue For such a wish! He was not born to shame. Upon his brow shame is asham’d to sit; For ’tis a throne where honour may be crown’d Sole monarch of the universal earth. O, what a beast was I to chide at him!",0.7534,0.1255608108108108
1031,NURSE,JULIET,Will you speak well of him that kill’d your cousin?,0.2732,0.040475675675675685
1032,NURSE,JULIET,Will you speak well of him that kill’d your cousin?,0.2732,0.040475675675675685
1033,JULIET,NURSE,"Shall I speak ill of him that is my husband? Ah, poor my lord, what tongue shall smooth thy name, When I thy three-hours’ wife have mangled it? But wherefore, villain, didst thou kill my cousin? That villain cousin would have kill’d my husband. Back, foolish tears, back to your native spring, Your tributary drops belong to woe, Which you mistaking offer up to joy. My husband lives, that Tybalt would have slain, And Tybalt’s dead, that would have slain my husband. All this is comfort; wherefore weep I then? Some word there was, worser than Tybalt’s death, That murder’d me. I would forget it fain, But O, it presses to my memory Like damned guilty deeds to sinners’ minds. Tybalt is dead, and Romeo banished. That ‘banished,’ that one word ‘banished,’ Hath slain ten thousand Tybalts. Tybalt’s death Was woe enough, if it had ended there. Or if sour woe delights in fellowship, And needly will be rank’d with other griefs, Why follow’d not, when she said Tybalt’s dead, Thy father or thy mother, nay or both, Which modern lamentation might have mov’d? But with a rear-ward following Tybalt’s death, ‘Romeo is banished’—to speak that word Is father, mother, Tybalt, Romeo, Juliet, All slain, all dead. Romeo is banished, There is no end, no limit, measure, bound, In that word’s death, no words can that woe sound. Where is my father and my mother, Nurse?",-0.9986,0.1255608108108108
1034,JULIET,NURSE,"Shall I speak ill of him that is my husband? Ah, poor my lord, what tongue shall smooth thy name, When I thy three-hours’ wife have mangled it? But wherefore, villain, didst thou kill my cousin? That villain cousin would have kill’d my husband. Back, foolish tears, back to your native spring, Your tributary drops belong to woe, Which you mistaking offer up to joy. My husband lives, that Tybalt would have slain, And Tybalt’s dead, that would have slain my husband. All this is comfort; wherefore weep I then? Some word there was, worser than Tybalt’s death, That murder’d me. I would forget it fain, But O, it presses to my memory Like damned guilty deeds to sinners’ minds. Tybalt is dead, and Romeo banished. That ‘banished,’ that one word ‘banished,’ Hath slain ten thousand Tybalts. Tybalt’s death Was woe enough, if it had ended there. Or if sour woe delights in fellowship, And needly will be rank’d with other griefs, Why follow’d not, when she said Tybalt’s dead, Thy father or thy mother, nay or both, Which modern lamentation might have mov’d? But with a rear-ward following Tybalt’s death, ‘Romeo is banished’—to speak that word Is father, mother, Tybalt, Romeo, Juliet, All slain, all dead. Romeo is banished, There is no end, no limit, measure, bound, In that word’s death, no words can that woe sound. Where is my father and my mother, Nurse?",-0.9986,0.1255608108108108
1035,NURSE,JULIET,Weeping and wailing over Tybalt’s corse. Will you go to them? I will bring you thither.,-0.4404,0.040475675675675685
1036,NURSE,JULIET,Weeping and wailing over Tybalt’s corse. Will you go to them? I will bring you thither.,-0.4404,0.040475675675675685
1037,JULIET,NURSE,"Wash they his wounds with tears. Mine shall be spent, When theirs are dry, for Romeo’s banishment. Take up those cords. Poor ropes, you are beguil’d, Both you and I; for Romeo is exil’d. He made you for a highway to my bed, But I, a maid, die maiden-widowed. Come cords, come Nurse, I’ll to my wedding bed, And death, not Romeo, take my maidenhead.",-0.9349,0.1255608108108108
1038,JULIET,NURSE,"Wash they his wounds with tears. Mine shall be spent, When theirs are dry, for Romeo’s banishment. Take up those cords. Poor ropes, you are beguil’d, Both you and I; for Romeo is exil’d. He made you for a highway to my bed, But I, a maid, die maiden-widowed. Come cords, come Nurse, I’ll to my wedding bed, And death, not Romeo, take my maidenhead.",-0.9349,0.1255608108108108
1039,NURSE,JULIET,"Hie to your chamber. I’ll find Romeo To comfort you. I wot well where he is. Hark ye, your Romeo will be here at night. I’ll to him, he is hid at Lawrence’ cell.",0.4939,0.040475675675675685
1040,NURSE,JULIET,"Hie to your chamber. I’ll find Romeo To comfort you. I wot well where he is. Hark ye, your Romeo will be here at night. I’ll to him, he is hid at Lawrence’ cell.",0.4939,0.040475675675675685
1041,JULIET,NURSE,"O find him, give this ring to my true knight, And bid him come to take his last farewell.",0.4215,0.1255608108108108
1042,JULIET,FRIAR LAWRENCE,"O find him, give this ring to my true knight, And bid him come to take his last farewell.",0.4215,0.32132499999999997
1043,FRIAR LAWRENCE,JULIET,"Romeo, come forth; come forth, thou fearful man. Affliction is enanmour’d of thy parts And thou art wedded to calamity.",-0.4939,-0.0966
1044,FRIAR LAWRENCE,ROMEO,"Romeo, come forth; come forth, thou fearful man. Affliction is enanmour’d of thy parts And thou art wedded to calamity.",-0.4939,0.23504
1045,ROMEO,FRIAR LAWRENCE,"Father, what news? What is the Prince’s doom? What sorrow craves acquaintance at my hand, That I yet know not?",-0.533,0.014504444444444447
1046,ROMEO,FRIAR LAWRENCE,"Father, what news? What is the Prince’s doom? What sorrow craves acquaintance at my hand, That I yet know not?",-0.533,0.014504444444444447
1047,FRIAR LAWRENCE,ROMEO,Too familiar Is my dear son with such sour company. I bring thee tidings of the Prince’s doom.,-0.0258,0.23504
1048,FRIAR LAWRENCE,ROMEO,Too familiar Is my dear son with such sour company. I bring thee tidings of the Prince’s doom.,-0.0258,0.23504
1049,ROMEO,FRIAR LAWRENCE,What less than doomsday is the Prince’s doom?,-0.7369,0.014504444444444447
1050,ROMEO,FRIAR LAWRENCE,What less than doomsday is the Prince’s doom?,-0.7369,0.014504444444444447
1051,FRIAR LAWRENCE,ROMEO,"A gentler judgment vanish’d from his lips, Not body’s death, but body’s banishment.",0.4162,0.23504
1052,FRIAR LAWRENCE,ROMEO,"A gentler judgment vanish’d from his lips, Not body’s death, but body’s banishment.",0.4162,0.23504
1053,ROMEO,FRIAR LAWRENCE,"Ha, banishment? Be merciful, say death; For exile hath more terror in his look, Much more than death. Do not say banishment.",-0.9148,0.014504444444444447
1054,ROMEO,FRIAR LAWRENCE,"Ha, banishment? Be merciful, say death; For exile hath more terror in his look, Much more than death. Do not say banishment.",-0.9148,0.014504444444444447
1055,FRIAR LAWRENCE,ROMEO,"Hence from Verona art thou banished. Be patient, for the world is broad and wide.",0.0,0.23504
1056,FRIAR LAWRENCE,ROMEO,"Hence from Verona art thou banished. Be patient, for the world is broad and wide.",0.0,0.23504
1057,ROMEO,FRIAR LAWRENCE,"There is no world without Verona walls, But purgatory, torture, hell itself. Hence banished is banish’d from the world, And world’s exile is death. Then banished Is death misterm’d. Calling death banished, Thou cutt’st my head off with a golden axe, And smilest upon the stroke that murders me.",-0.9909,0.014504444444444447
1058,ROMEO,FRIAR LAWRENCE,"There is no world without Verona walls, But purgatory, torture, hell itself. Hence banished is banish’d from the world, And world’s exile is death. Then banished Is death misterm’d. Calling death banished, Thou cutt’st my head off with a golden axe, And smilest upon the stroke that murders me.",-0.9909,0.014504444444444447
1059,FRIAR LAWRENCE,ROMEO,"O deadly sin, O rude unthankfulness! Thy fault our law calls death, but the kind Prince, Taking thy part, hath brush’d aside the law, And turn’d that black word death to banishment. This is dear mercy, and thou see’st it not.",-0.2481,0.23504
1060,FRIAR LAWRENCE,ROMEO,"O deadly sin, O rude unthankfulness! Thy fault our law calls death, but the kind Prince, Taking thy part, hath brush’d aside the law, And turn’d that black word death to banishment. This is dear mercy, and thou see’st it not.",-0.2481,0.23504
1061,ROMEO,FRIAR LAWRENCE,"’Tis torture, and not mercy. Heaven is here Where Juliet lives, and every cat and dog, And little mouse, every unworthy thing, Live here in heaven and may look on her, But Romeo may not. More validity, More honourable state, more courtship lives In carrion flies than Romeo. They may seize On the white wonder of dear Juliet’s hand, And steal immortal blessing from her lips, Who, even in pure and vestal modesty Still blush, as thinking their own kisses sin. But Romeo may not, he is banished. This may flies do, when I from this must fly. They are free men but I am banished. And say’st thou yet that exile is not death? Hadst thou no poison mix’d, no sharp-ground knife, No sudden mean of death, though ne’er so mean, But banished to kill me? Banished? O Friar, the damned use that word in hell. Howlings attends it. How hast thou the heart, Being a divine, a ghostly confessor, A sin-absolver, and my friend profess’d, To mangle me with that word banished?",0.9226,0.014504444444444447
1062,ROMEO,FRIAR LAWRENCE,"’Tis torture, and not mercy. Heaven is here Where Juliet lives, and every cat and dog, And little mouse, every unworthy thing, Live here in heaven and may look on her, But Romeo may not. More validity, More honourable state, more courtship lives In carrion flies than Romeo. They may seize On the white wonder of dear Juliet’s hand, And steal immortal blessing from her lips, Who, even in pure and vestal modesty Still blush, as thinking their own kisses sin. But Romeo may not, he is banished. This may flies do, when I from this must fly. They are free men but I am banished. And say’st thou yet that exile is not death? Hadst thou no poison mix’d, no sharp-ground knife, No sudden mean of death, though ne’er so mean, But banished to kill me? Banished? O Friar, the damned use that word in hell. Howlings attends it. How hast thou the heart, Being a divine, a ghostly confessor, A sin-absolver, and my friend profess’d, To mangle me with that word banished?",0.9226,0.014504444444444447
1063,FRIAR LAWRENCE,ROMEO,"Thou fond mad man, hear me speak a little,",-0.0772,0.23504
1064,FRIAR LAWRENCE,ROMEO,"Thou fond mad man, hear me speak a little,",-0.0772,0.23504
1065,ROMEO,FRIAR LAWRENCE,"O, thou wilt speak again of banishment.",0.0,0.014504444444444447
1066,ROMEO,FRIAR LAWRENCE,"O, thou wilt speak again of banishment.",0.0,0.014504444444444447
1067,FRIAR LAWRENCE,ROMEO,"I’ll give thee armour to keep off that word, Adversity’s sweet milk, philosophy, To comfort thee, though thou art banished.",0.6705,0.23504
1068,FRIAR LAWRENCE,ROMEO,"I’ll give thee armour to keep off that word, Adversity’s sweet milk, philosophy, To comfort thee, though thou art banished.",0.6705,0.23504
1069,ROMEO,FRIAR LAWRENCE,"Yet banished? Hang up philosophy. Unless philosophy can make a Juliet, Displant a town, reverse a Prince’s doom, It helps not, it prevails not, talk no more.",0.1994,0.014504444444444447
1070,ROMEO,FRIAR LAWRENCE,"Yet banished? Hang up philosophy. Unless philosophy can make a Juliet, Displant a town, reverse a Prince’s doom, It helps not, it prevails not, talk no more.",0.1994,0.014504444444444447
1071,FRIAR LAWRENCE,ROMEO,"O, then I see that mad men have no ears.",-0.6597,0.23504
1072,FRIAR LAWRENCE,ROMEO,"O, then I see that mad men have no ears.",-0.6597,0.23504
1073,ROMEO,FRIAR LAWRENCE,"How should they, when that wise men have no eyes?",0.2263,0.014504444444444447
1074,ROMEO,FRIAR LAWRENCE,"How should they, when that wise men have no eyes?",0.2263,0.014504444444444447
1075,FRIAR LAWRENCE,ROMEO,Let me dispute with thee of thy estate.,-0.4019,0.23504
1076,FRIAR LAWRENCE,ROMEO,Let me dispute with thee of thy estate.,-0.4019,0.23504
1077,ROMEO,FRIAR LAWRENCE,"Thou canst not speak of that thou dost not feel. Wert thou as young as I, Juliet thy love, An hour but married, Tybalt murdered, Doting like me, and like me banished, Then mightst thou speak, then mightst thou tear thy hair, And fall upon the ground as I do now, Taking the measure of an unmade grave.",-0.34,0.014504444444444447
1078,ROMEO,FRIAR LAWRENCE,"Thou canst not speak of that thou dost not feel. Wert thou as young as I, Juliet thy love, An hour but married, Tybalt murdered, Doting like me, and like me banished, Then mightst thou speak, then mightst thou tear thy hair, And fall upon the ground as I do now, Taking the measure of an unmade grave.",-0.34,0.014504444444444447
1079,FRIAR LAWRENCE,ROMEO,"Arise; one knocks. Good Romeo, hide thyself.",0.296,0.23504
1080,FRIAR LAWRENCE,ROMEO,"Arise; one knocks. Good Romeo, hide thyself.",0.296,0.23504
1081,ROMEO,FRIAR LAWRENCE,"Not I, unless the breath of heartsick groans Mist-like infold me from the search of eyes.",0.0,0.014504444444444447
1082,ROMEO,FRIAR LAWRENCE,"Not I, unless the breath of heartsick groans Mist-like infold me from the search of eyes.",0.0,0.014504444444444447
1083,FRIAR LAWRENCE,ROMEO,"Hark, how they knock!—Who’s there?—Romeo, arise, Thou wilt be taken.—Stay awhile.—Stand up.",0.0,0.23504
1084,FRIAR LAWRENCE,NURSE,"Hark, how they knock!—Who’s there?—Romeo, arise, Thou wilt be taken.—Stay awhile.—Stand up.",0.0,0.14864999999999998
1085,NURSE,FRIAR LAWRENCE,"[_Within._] Let me come in, and you shall know my errand. I come from Lady Juliet.",0.0,-0.06986666666666667
1086,NURSE,FRIAR LAWRENCE,"[_Within._] Let me come in, and you shall know my errand. I come from Lady Juliet.",0.0,-0.06986666666666667
1087,FRIAR LAWRENCE,NURSE,Welcome then.,0.4588,0.14864999999999998
1088,FRIAR LAWRENCE,NURSE,Welcome then.,0.4588,0.14864999999999998
1089,NURSE,FRIAR LAWRENCE,"O holy Friar, O, tell me, holy Friar, Where is my lady’s lord, where’s Romeo?",0.0,-0.06986666666666667
1090,NURSE,FRIAR LAWRENCE,"O holy Friar, O, tell me, holy Friar, Where is my lady’s lord, where’s Romeo?",0.0,-0.06986666666666667
1091,FRIAR LAWRENCE,NURSE,"There on the ground, with his own tears made drunk.",-0.5106,0.14864999999999998
1092,FRIAR LAWRENCE,NURSE,"There on the ground, with his own tears made drunk.",-0.5106,0.14864999999999998
1093,NURSE,FRIAR LAWRENCE,"O, he is even in my mistress’ case. Just in her case! O woeful sympathy! Piteous predicament. Even so lies she, Blubbering and weeping, weeping and blubbering. Stand up, stand up; stand, and you be a man. For Juliet’s sake, for her sake, rise and stand. Why should you fall into so deep an O?",-0.9118,-0.06986666666666667
1094,NURSE,ROMEO,"O, he is even in my mistress’ case. Just in her case! O woeful sympathy! Piteous predicament. Even so lies she, Blubbering and weeping, weeping and blubbering. Stand up, stand up; stand, and you be a man. For Juliet’s sake, for her sake, rise and stand. Why should you fall into so deep an O?",-0.9118,0.14922
1095,ROMEO,NURSE,Nurse.,0.0,0.1566742857142857
1096,ROMEO,NURSE,Nurse.,0.0,0.1566742857142857
1097,NURSE,ROMEO,"Ah sir, ah sir, death’s the end of all.",0.0,0.14922
1098,NURSE,ROMEO,"Ah sir, ah sir, death’s the end of all.",0.0,0.14922
1099,ROMEO,NURSE,"Spakest thou of Juliet? How is it with her? Doth not she think me an old murderer, Now I have stain’d the childhood of our joy With blood remov’d but little from her own? Where is she? And how doth she? And what says My conceal’d lady to our cancell’d love?",0.8105,0.1566742857142857
1100,ROMEO,NURSE,"Spakest thou of Juliet? How is it with her? Doth not she think me an old murderer, Now I have stain’d the childhood of our joy With blood remov’d but little from her own? Where is she? And how doth she? And what says My conceal’d lady to our cancell’d love?",0.8105,0.1566742857142857
1101,NURSE,ROMEO,"O, she says nothing, sir, but weeps and weeps; And now falls on her bed, and then starts up, And Tybalt calls, and then on Romeo cries, And then down falls again.",-0.6244,0.14922
1102,NURSE,ROMEO,"O, she says nothing, sir, but weeps and weeps; And now falls on her bed, and then starts up, And Tybalt calls, and then on Romeo cries, And then down falls again.",-0.6244,0.14922
1103,ROMEO,NURSE,"As if that name, Shot from the deadly level of a gun, Did murder her, as that name’s cursed hand Murder’d her kinsman. O, tell me, Friar, tell me, In what vile part of this anatomy Doth my name lodge? Tell me, that I may sack The hateful mansion.",-0.9042,0.1566742857142857
1104,ROMEO,FRIAR LAWRENCE,"As if that name, Shot from the deadly level of a gun, Did murder her, as that name’s cursed hand Murder’d her kinsman. O, tell me, Friar, tell me, In what vile part of this anatomy Doth my name lodge? Tell me, that I may sack The hateful mansion.",-0.9042,0.014504444444444447
1105,FRIAR LAWRENCE,ROMEO,"Hold thy desperate hand. Art thou a man? Thy form cries out thou art. Thy tears are womanish, thy wild acts denote The unreasonable fury of a beast. Unseemly woman in a seeming man, And ill-beseeming beast in seeming both! Thou hast amaz’d me. By my holy order, I thought thy disposition better temper’d. Hast thou slain Tybalt? Wilt thou slay thyself? And slay thy lady, that in thy life lives, By doing damned hate upon thyself? Why rail’st thou on thy birth, the heaven and earth? Since birth, and heaven and earth, all three do meet In thee at once; which thou at once wouldst lose. Fie, fie, thou sham’st thy shape, thy love, thy wit, Which, like a usurer, abound’st in all, And usest none in that true use indeed Which should bedeck thy shape, thy love, thy wit. Thy noble shape is but a form of wax, Digressing from the valour of a man; Thy dear love sworn but hollow perjury, Killing that love which thou hast vow’d to cherish; Thy wit, that ornament to shape and love, Misshapen in the conduct of them both, Like powder in a skilless soldier’s flask, Is set afire by thine own ignorance, And thou dismember’d with thine own defence. What, rouse thee, man. Thy Juliet is alive, For whose dear sake thou wast but lately dead. There art thou happy. Tybalt would kill thee, But thou slew’st Tybalt; there art thou happy. The law that threaten’d death becomes thy friend, And turns it to exile; there art thou happy. A pack of blessings light upon thy back; Happiness courts thee in her best array; But like a misshaped and sullen wench, Thou putt’st up thy Fortune and thy love. Take heed, take heed, for such die miserable. Go, get thee to thy love as was decreed, Ascend her chamber, hence and comfort her. But look thou stay not till the watch be set, For then thou canst not pass to Mantua; Where thou shalt live till we can find a time To blaze your marriage, reconcile your friends, Beg pardon of the Prince, and call thee back With twenty hundred thousand times more joy Than thou went’st forth in lamentation. Go before, Nurse. Commend me to thy lady, And bid her hasten all the house to bed, Which heavy sorrow makes them apt unto. Romeo is coming.",0.9955,0.23504
1106,FRIAR LAWRENCE,NURSE,"Hold thy desperate hand. Art thou a man? Thy form cries out thou art. Thy tears are womanish, thy wild acts denote The unreasonable fury of a beast. Unseemly woman in a seeming man, And ill-beseeming beast in seeming both! Thou hast amaz’d me. By my holy order, I thought thy disposition better temper’d. Hast thou slain Tybalt? Wilt thou slay thyself? And slay thy lady, that in thy life lives, By doing damned hate upon thyself? Why rail’st thou on thy birth, the heaven and earth? Since birth, and heaven and earth, all three do meet In thee at once; which thou at once wouldst lose. Fie, fie, thou sham’st thy shape, thy love, thy wit, Which, like a usurer, abound’st in all, And usest none in that true use indeed Which should bedeck thy shape, thy love, thy wit. Thy noble shape is but a form of wax, Digressing from the valour of a man; Thy dear love sworn but hollow perjury, Killing that love which thou hast vow’d to cherish; Thy wit, that ornament to shape and love, Misshapen in the conduct of them both, Like powder in a skilless soldier’s flask, Is set afire by thine own ignorance, And thou dismember’d with thine own defence. What, rouse thee, man. Thy Juliet is alive, For whose dear sake thou wast but lately dead. There art thou happy. Tybalt would kill thee, But thou slew’st Tybalt; there art thou happy. The law that threaten’d death becomes thy friend, And turns it to exile; there art thou happy. A pack of blessings light upon thy back; Happiness courts thee in her best array; But like a misshaped and sullen wench, Thou putt’st up thy Fortune and thy love. Take heed, take heed, for such die miserable. Go, get thee to thy love as was decreed, Ascend her chamber, hence and comfort her. But look thou stay not till the watch be set, For then thou canst not pass to Mantua; Where thou shalt live till we can find a time To blaze your marriage, reconcile your friends, Beg pardon of the Prince, and call thee back With twenty hundred thousand times more joy Than thou went’st forth in lamentation. Go before, Nurse. Commend me to thy lady, And bid her hasten all the house to bed, Which heavy sorrow makes them apt unto. Romeo is coming.",0.9955,0.14864999999999998
1107,NURSE,FRIAR LAWRENCE,"O Lord, I could have stay’d here all the night To hear good counsel. O, what learning is! My lord, I’ll tell my lady you will come.",0.4926,-0.06986666666666667
1108,NURSE,ROMEO,"O Lord, I could have stay’d here all the night To hear good counsel. O, what learning is! My lord, I’ll tell my lady you will come.",0.4926,0.14922
1109,ROMEO,NURSE,"Do so, and bid my sweet prepare to chide.",0.4588,0.1566742857142857
1110,ROMEO,NURSE,"Do so, and bid my sweet prepare to chide.",0.4588,0.1566742857142857
1111,NURSE,ROMEO,"Here sir, a ring she bid me give you, sir. Hie you, make haste, for it grows very late.",0.0,0.14922
1112,NURSE,ROMEO,"Here sir, a ring she bid me give you, sir. Hie you, make haste, for it grows very late.",0.0,0.14922
1113,ROMEO,NURSE,How well my comfort is reviv’d by this.,0.5574,0.1566742857142857
1114,ROMEO,FRIAR LAWRENCE,How well my comfort is reviv’d by this.,0.5574,0.014504444444444447
1115,FRIAR LAWRENCE,ROMEO,"Go hence, good night, and here stands all your state: Either be gone before the watch be set, Or by the break of day disguis’d from hence. Sojourn in Mantua. I’ll find out your man, And he shall signify from time to time Every good hap to you that chances here. Give me thy hand; ’tis late; farewell; good night.",0.9136,0.23504
